time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-04-28T00:17:33.390Z,17.9663,-66.8078,14,2.61,md,19,187,0.2156,0.15,pr,pr2020119000,2020-04-28T00:39:52.205Z,"3km SSE of Indios, Puerto Rico",earthquake,0.54,0.76,0.16,10,reviewed,pr,pr
2020-04-28T00:17:31.240Z,38.814167,-122.8184967,2.43,1.31,md,30,51,0.009881,0.03,nc,nc73377535,2020-04-28T03:34:02.798Z,"7km NW of The Geysers, CA",earthquake,0.19,0.34,0.19,7,automatic,nc,nc
2020-04-28T00:17:19.640Z,44.8266667,-110.6958333,3.67,0.98,ml,10,156,0.07558,0.21,uu,uu60382282,2020-04-28T13:55:11.380Z,"37km ENE of West Yellowstone, Montana",earthquake,0.68,1.72,0.359,2,reviewed,uu,uu
2020-04-28T00:15:52.510Z,33.237,-116.7368333,11.63,0.52,ml,20,51,0.0184,0.25,ci,ci39407992,2020-04-28T00:19:35.211Z,"2km ESE of Lake Henshaw, CA",earthquake,0.51,0.87,0.107,8,automatic,ci,ci
2020-04-28T00:14:32.328Z,60.7051,-150.5912,47.7,1.7,ml,,,,0.32,ak,ak0205gt1d90,2020-04-28T00:22:44.191Z,"20km NNE of Sterling, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-04-28T00:13:43.203Z,-16.3874,-172.9005,10,5.2,mb,,57,3.896,0.84,us,us60009dmf,2020-04-28T00:33:25.040Z,"102km ESE of Hihifo, Tonga",earthquake,8.2,1.8,0.031,353,reviewed,us,us
2020-04-28T00:05:04.800Z,38.8148346,-122.8193359,2.88,2.27,md,8,162,0.0112,0.01,nc,nc73377530,2020-04-28T02:51:04.510Z,"7km NW of The Geysers, CA",earthquake,0.6,1.25,1.77,2,automatic,nc,nc
2020-04-28T00:03:40.360Z,17.9316,-67.104,9,1.89,md,19,240,0.0707,0.15,pr,pr2020119001,2020-04-28T00:49:26.450Z,"7km SW of La Parguera, Puerto Rico",earthquake,0.67,0.47,0.15,3,reviewed,pr,pr
2020-04-27T23:58:07.664Z,60.3247,-152.5227,87.1,1.9,ml,,,,0.52,ak,ak0205fjgda5,2020-04-28T00:09:10.342Z,"21km SE of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-27T23:53:57.546Z,58.8897,-154.3439,125.6,3.4,ml,,,,0.61,ak,ak0205fjfegk,2020-04-28T02:03:32.040Z,"99km SSE of Old Iliamna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-04-27T23:41:08.598Z,66.6718,-162.7496,0,3.2,ml,,,,0.65,ak,ak0205fjcqbb,2020-04-28T02:09:00.040Z,"44km S of Kotzebue, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-04-27T23:38:41.694Z,61.4784,-146.6058,19,1.9,ml,,,,0.85,ak,ak0205fjc5lj,2020-04-27T23:47:37.603Z,"41km NNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-04-27T23:29:41.450Z,35.8793333,-117.6695,8.16,0.49,ml,6,93,0.07016,0.07,ci,ci39407984,2020-04-27T23:33:18.459Z,"22km ESE of Little Lake, CA",earthquake,0.39,1.21,0.071,6,automatic,ci,ci
2020-04-27T23:21:56.430Z,35.0411667,-117.6708333,0.26,1.44,ml,21,85,0.1086,0.23,ci,ci39407976,2020-04-27T23:25:32.825Z,"5km NNW of Boron, CA",quarry blast,0.55,31.61,0.197,26,automatic,ci,ci
2020-04-27T23:19:54.184Z,64.9978,-147.3752,3.4,1.5,ml,,,,0.89,ak,ak0205fj8414,2020-04-27T23:34:15.659Z,"23km NNE of Badger, Alaska",explosion,,0.3,,,automatic,ak,ak
2020-04-27T23:19:35.344Z,58.536,-136.899,5,2.2,ml,,,,0.61,ak,ak0205fj83f7,2020-04-27T23:34:16.182Z,"69km WNW of Gustavus, Alaska",earthquake,,0,,,reviewed,ak,ak
2020-04-27T23:18:14.988Z,1.5751,97.0459,29.03,4.5,mb,,163,0.594,0.6,us,us60009dl4,2020-04-27T23:38:12.040Z,"124km SE of Sinabang, Indonesia",earthquake,5.4,6,0.09,36,reviewed,us,us
2020-04-27T23:09:12.710Z,41.908,-112.4245,-2.03,1.5,md,17,99,0.238,0.13,uu,uu60382262,2020-04-28T13:51:33.290Z,"28km NW of Garland, Utah",earthquake,0.32,3.14,0.323,16,reviewed,uu,uu
2020-04-27T23:03:45.660Z,37.624,-118.9078333,-0.8,0.94,md,7,122,0.004444,0.02,nc,nc73377500,2020-04-28T01:12:02.786Z,"6km ESE of Mammoth Lakes, CA",earthquake,0.36,0.4,0.015,5,reviewed,nc,nc
2020-04-27T23:02:31.150Z,33.564,-116.698,13.76,0.49,ml,15,76,0.03284,0.12,ci,ci39407960,2020-04-27T23:06:21.076Z,"2km WNW of Anza, CA",earthquake,0.27,0.48,0.138,11,automatic,ci,ci
2020-04-27T22:56:53.212Z,40.0692,-119.6664,14,0.5,ml,3,175.34,0.113,0.0146,nn,nn00723838,2020-04-28T02:09:03.309Z,"46km N of Spanish Springs, Nevada",earthquake,,6.6,0,1,reviewed,nn,nn
2020-04-27T22:52:44.090Z,19.3745,-65.5375,33,3.65,md,16,287,1.097,0.34,pr,pr2020118023,2020-04-28T04:05:56.040Z,"124km NNE of Vieques, Puerto Rico",earthquake,2.87,21.87,0.05,9,reviewed,pr,pr
2020-04-27T22:48:26.250Z,38.2973333,-112.8695,6.16,1.2,md,13,80,0.1613,0.07,uu,uu60382252,2020-04-28T13:49:24.890Z,"16km SE of Milford, Utah",earthquake,0.27,1.42,0.253,8,reviewed,uu,uu
2020-04-27T22:45:25.510Z,35.9918333,-117.4463333,1.96,0.61,ml,15,120,0.07453,0.12,ci,ci39407944,2020-04-28T02:41:49.076Z,"25km N of Searles Valley, CA",earthquake,0.25,0.31,0.074,7,reviewed,ci,ci
2020-04-27T22:39:59.439Z,57.7722,-155.2064,97.3,1.4,ml,,,,0.54,ak,ak0205fiqz3b,2020-04-27T22:42:24.566Z,"77km WNW of Larsen Bay, Alaska",earthquake,,2,,,automatic,ak,ak
2020-04-27T22:34:35.810Z,17.9375,-66.8245,9,2.31,md,21,192,0.0664,0.14,pr,pr2020118022,2020-04-27T23:17:04.737Z,"6km S of Indios, Puerto Rico",earthquake,0.43,0.52,0.16,7,reviewed,pr,pr
2020-04-27T22:29:12.040Z,35.8596667,-117.69,8.58,0.75,ml,9,110,0.07939,0.08,ci,ci39407928,2020-04-27T22:32:41.303Z,"21km ESE of Little Lake, CA",earthquake,0.26,1.13,0.111,11,automatic,ci,ci
2020-04-27T22:24:27.310Z,17.9156,-66.9103,8,3.31,md,21,207,0.1443,0.13,pr,pr2020118021,2020-04-29T04:33:45.040Z,"12km S of Guanica, Puerto Rico",earthquake,0.58,1.7,0.26,20,reviewed,pr,pr
2020-04-27T22:03:16.580Z,33.7061667,-116.7133333,17.47,0.49,ml,15,92,0.005036,0.08,ci,ci39407920,2020-04-28T01:35:00.163Z,"4km S of Idyllwild, CA",earthquake,0.28,0.32,0.115,7,reviewed,ci,ci
2020-04-27T22:01:30.192Z,39.1796,-119.6549,2.7,0.9,ml,6,183.51,0.056,0.1442,nn,nn00723837,2020-04-28T02:09:00.956Z,"8km SW of Dayton, Nevada",earthquake,,5.2,0.19,3,reviewed,nn,nn
2020-04-27T22:00:32.338Z,60.9446,-150.9113,20.8,1.4,ml,,,,0.2,ak,ak0205fiik2p,2020-04-27T22:08:38.190Z,"35km NE of Nikiski, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-27T22:00:01.440Z,33.343,-116.8628333,16.01,1.18,ml,43,36,0.01058,0.24,ci,ci39407896,2020-04-27T22:10:27.820Z,"1km S of Palomar Observatory, CA",earthquake,0.29,0.67,0.15,27,automatic,ci,ci
2020-04-27T21:55:35.562Z,60.3159,-141.2314,18.7,1.5,ml,,,,0.66,ak,ak0205fi8x3o,2020-04-27T21:59:05.219Z,"72km ENE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-04-27T21:51:23.329Z,39.1742,-119.6501,0.5,1.3,ml,18,62.19,0.057,0.1577,nn,nn00723822,2020-04-28T02:08:40.267Z,"8km SW of Dayton, Nevada",earthquake,,2.4,0.35,9,reviewed,nn,nn
2020-04-27T21:47:02.291Z,63.0228,-149.7095,79.7,0.9,ml,,,,0.43,ak,ak0205fi702h,2020-04-27T22:44:05.237Z,"56km SW of Cantwell, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-04-27T21:45:05.890Z,45.0968333,-111.7133333,-2,0.9,ml,11,127,0.269,0.2,mb,mb80413554,2020-04-27T23:46:25.230Z,"28km SE of Virginia City, Montana",quarry blast,1.26,31.61,0.318,2,reviewed,mb,mb
2020-04-27T21:42:43.330Z,31.9613333,-117.3055,5.7,3.43,ml,35,264,0.5531,0.28,ci,ci39407880,2020-04-29T04:21:43.040Z,"46km SW of Primo Tapia, B.C., MX",earthquake,0.64,31.61,0.157,169,reviewed,ci,ci
2020-04-27T21:39:52.190Z,38.7871666,-122.7693329,1.72,0.79,md,12,97,0.0154,0.03,nc,nc73377490,2020-04-27T22:20:18.186Z,"2km NW of The Geysers, CA",earthquake,0.31,0.59,0.14,2,automatic,nc,nc
2020-04-27T21:32:37.063Z,38.0374,-118.7941,8.8,0.7,ml,5,261.37,0.312,0.0746,nn,nn00723836,2020-04-28T02:08:58.845Z,"45km NNE of Mammoth Lakes, California",earthquake,,18,0,1,reviewed,nn,nn
2020-04-27T21:32:33.630Z,62.3126,-149.9577,49.6,1.9,ml,,,,0.56,ak,ak0205fi3zh4,2020-04-27T21:44:52.363Z,"7km E of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-04-27T21:28:58.030Z,38.8278351,-122.8118362,1.56,1.32,md,11,70,0.004642,0.02,nc,nc73377475,2020-04-28T00:38:03.564Z,"7km NW of The Geysers, CA",earthquake,0.3,0.78,,1,automatic,nc,nc
2020-04-27T21:28:05.130Z,36.1298333,-117.9025,5.59,0.72,ml,11,186,0.04046,0.15,ci,ci39407864,2020-04-27T21:31:38.105Z,"10km NNE of Coso Junction, CA",earthquake,0.61,0.72,0.261,7,automatic,ci,ci
2020-04-27T21:18:10.263Z,62.8725,-151.076,109.7,1.4,ml,,,,0.45,ak,ak0205fi0xnm,2020-04-27T21:21:45.164Z,"78km NW of Talkeetna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-04-27T21:00:12.970Z,35.849,-117.6743333,7.11,0.61,ml,10,84,0.0707,0.05,ci,ci39407832,2020-04-27T21:03:52.150Z,"23km ESE of Little Lake, CA",earthquake,0.19,0.58,0.073,7,automatic,ci,ci
2020-04-27T20:46:39.507Z,39.1703,-119.6556,3.8,1.2,ml,14,61.78,0.052,0.1804,nn,nn00723819,2020-04-28T02:08:33.720Z,"9km E of Carson City, Nevada",earthquake,,1.4,0.23,6,reviewed,nn,nn
2020-04-27T20:44:07.760Z,17.927,-66.8761,5,2.65,md,21,202,0.0482,0.17,pr,pr2020118020,2020-04-27T21:09:04.756Z,"5km SE of Guanica, Puerto Rico",earthquake,0.59,0.35,0.34,13,reviewed,pr,pr
2020-04-27T20:38:11.688Z,58.4914,-136.6931,10,2.6,ml,,146,0.584,1.13,us,us60009dgn,2020-04-28T19:13:41.952Z,"56km W of Gustavus, Alaska",earthquake,4.1,1.7,0.045,66,reviewed,us,us
2020-04-27T20:32:25.380Z,33.5053333,-116.5253333,9.55,0.61,ml,23,45,0.05224,0.14,ci,ci39407816,2020-04-27T20:36:13.479Z,"15km ESE of Anza, CA",earthquake,0.24,0.46,0.144,13,automatic,ci,ci
2020-04-27T20:27:24.727Z,61.5835,-146.4829,31.6,1.5,ml,,,,0.56,ak,ak0205fhhgm0,2020-04-27T20:30:35.246Z,"50km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-04-27T20:15:03.070Z,41.4185,19.533,10,3.1,ml,,103,1.03,0.61,us,us60009dg4,2020-04-27T22:42:39.439Z,"8km NNW of Shijak, Albania",earthquake,4.4,1.7,0.064,32,reviewed,us,us
2020-04-27T20:13:06.485Z,38.0408,-118.7241,12.1,0.8,ml,7,150.47,0.272,0.0873,nn,nn00723835,2020-04-28T02:08:57.175Z,"48km NNE of Mammoth Lakes, California",earthquake,,9.3,0.17,3,reviewed,nn,nn
2020-04-27T20:12:30.760Z,35.6708333,-117.509,9.35,1.25,ml,17,138,0.1615,0.18,ci,ci39407792,2020-04-27T20:16:09.649Z,"14km SW of Searles Valley, CA",earthquake,0.48,1.37,0.144,17,automatic,ci,ci
2020-04-27T20:11:19.950Z,17.8653,-66.8626,7,3.08,md,21,219,0.111,0.2,pr,pr2020118019,2020-04-28T18:56:51.040Z,"16km SSE of Guanica, Puerto Rico",earthquake,0.51,0.47,0.18,10,reviewed,pr,pr
2020-04-27T20:02:51.188Z,59.8867,-152.8002,94.5,1.9,ml,,,,0.42,ak,ak0205fhc5r2,2020-04-27T20:16:11.365Z,"55km WNW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-27T20:02:41.657Z,69.5979,-144.1956,0,2.4,ml,,,,0.78,ak,ak0205fhc513,2020-04-27T20:16:11.862Z,"63km SSW of Kaktovik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-04-27T20:01:13.858Z,62.7976,-151.1582,105.7,1.5,ml,,,,0.5,ak,ak0205fhbuxp,2020-04-27T20:07:27.564Z,"75km NW of Talkeetna, Alaska",earthquake,,1.7,,,automatic,ak,ak
2020-04-27T20:00:04.861Z,64.0038,-150.3868,34.5,1.1,ml,,,,0.89,ak,ak0205fhbmqr,2020-04-27T20:03:35.195Z,"71km WNW of Healy, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-04-27T19:54:31.860Z,12.1203,92.852,35.18,4.4,mb,,85,0.473,0.71,us,us60009dff,2020-04-28T19:27:52.040Z,"48km NNE of Bamboo Flat, India",earthquake,8.9,8.7,0.108,25,reviewed,us,us
2020-04-27T19:51:07.480Z,33.5008333,-116.7846667,5.68,0.78,ml,22,46,0.07558,0.17,ci,ci39407776,2020-04-27T19:54:45.453Z,"10km NE of Aguanga, CA",earthquake,0.24,0.99,0.122,20,automatic,ci,ci
2020-04-27T19:48:54.200Z,38.8346672,-122.8088303,1.96,1.17,md,26,43,0.0113,0.02,nc,nc73377470,2020-04-28T00:11:03.399Z,"8km W of Cobb, CA",earthquake,0.18,0.36,0.19,6,automatic,nc,nc
2020-04-27T19:46:25.440Z,35.6838333,-117.4558333,13.92,0.71,ml,7,179,0.1749,0.18,ci,ci39407768,2020-04-27T20:09:00.838Z,"10km SSW of Searles Valley, CA",earthquake,1.11,1.84,0.02,5,reviewed,ci,ci
2020-04-27T19:41:55.810Z,19.2191658,-155.4230042,29.39,1.85,md,36,140,0.03022,0.15,hv,hv71491247,2020-04-27T19:45:07.580Z,"6km ENE of Pahala, Hawaii",earthquake,0.71,0.86,0.09,5,automatic,hv,hv
2020-04-27T19:41:42.613Z,38.0426,-118.7437,8.3,0.9,ml,8,147.31,0.281,0.1115,nn,nn00723834,2020-04-28T02:08:55.541Z,"48km NNE of Mammoth Lakes, California",earthquake,,5.2,0.27,2,reviewed,nn,nn
2020-04-27T19:38:31.850Z,35.7085,-117.5003333,6.81,0.74,ml,17,92,0.1256,0.14,ci,ci39407760,2020-04-28T02:24:24.981Z,"11km SW of Searles Valley, CA",earthquake,0.26,0.81,0.162,4,reviewed,ci,ci
2020-04-27T19:38:09.270Z,35.8481667,-117.7113333,9.1,0.62,ml,15,64,0.05878,0.13,ci,ci37443717,2020-04-28T02:20:52.207Z,"20km ESE of Little Lake, CA",earthquake,0.25,0.58,0.133,7,reviewed,ci,ci
2020-04-27T19:32:29.850Z,33.857,-117.5158333,0.59,1.63,ml,38,77,0.07094,0.3,ci,ci39407752,2020-04-27T19:36:33.277Z,"2km SSE of Home Gardens, CA",quarry blast,0.39,31.61,0.109,27,automatic,ci,ci
2020-04-27T19:28:34.770Z,17.8608,-66.8626,7,2.96,md,19,221,0.1155,0.2,pr,pr2020118018,2020-04-27T20:04:55.738Z,"13km SSE of Guanica, Puerto Rico",earthquake,0.6,0.78,0.09,5,reviewed,pr,pr
2020-04-27T19:23:49.720Z,33.841,-117.503,2.21,1.4,ml,39,47,0.0537,0.27,ci,ci39407736,2020-04-27T19:27:43.414Z,"4km SSE of Home Gardens, CA",quarry blast,0.32,0.61,0.251,35,automatic,ci,ci
2020-04-27T19:20:49.330Z,39.4058333,-110.3005,-1.84,1.25,md,6,201,0.02638,0.05,uu,uu60382217,2020-04-28T14:30:55.930Z,"18km SSE of East Carbon City, Utah",earthquake,0.98,0.93,0.109,4,reviewed,uu,uu
2020-04-27T19:17:14.780Z,39.4138333,-110.3185,-0.71,1.38,md,6,194,0.01146,0.06,uu,uu60382212,2020-04-28T14:32:31.710Z,"17km SSE of East Carbon City, Utah",earthquake,1.54,0.35,0.138,5,reviewed,uu,uu
2020-04-27T19:15:04.471Z,38.0529,-118.7505,4.7,1.1,ml,7,114.27,0.277,0.1568,nn,nn00723833,2020-04-28T02:08:53.431Z,"47km ESE of Bridgeport, California",earthquake,,5.9,1.28,4,reviewed,nn,nn
2020-04-27T19:10:34.790Z,19.1574993,-155.4641724,34.13,2.03,md,42,90,0.002844,0.13,hv,hv71491232,2020-04-27T19:13:52.520Z,"5km SSE of Pahala, Hawaii",earthquake,0.69,0.9,0.15,11,automatic,hv,hv
2020-04-27T19:07:36.810Z,33.4946667,-116.7846667,5.98,0.27,ml,15,105,0.02199,0.11,ci,ci39407712,2020-04-28T01:35:25.568Z,"9km NE of Aguanga, CA",earthquake,0.24,0.5,0.08,3,reviewed,ci,ci
2020-04-27T19:07:30.580Z,17.9,-66.9158,10,2.4,md,18,229,0.0835,0.13,pr,pr2020118017,2020-04-27T20:04:12.258Z,"7km S of Guanica, Puerto Rico",earthquake,0.54,0.66,0.2,5,reviewed,pr,pr
2020-04-27T18:53:17.510Z,35.8825,-117.6886667,9.36,0.23,ml,7,142,0.07228,0.09,ci,ci39407680,2020-04-27T18:56:55.966Z,"20km ESE of Little Lake, CA",earthquake,0.47,1.28,0.034,3,automatic,ci,ci
2020-04-27T18:47:53.290Z,40.744,-112.0918333,5.17,0.3,md,9,83,0.01403,0.06,uu,uu60382202,2020-04-28T13:08:46.660Z,"3km NNE of Magna, Utah",earthquake,0.27,0.75,0.543,3,reviewed,uu,uu
2020-04-27T18:47:39.350Z,38.9741667,-123.3793333,3.27,0.82,md,7,116,0.02739,0.12,nc,nc73377455,2020-04-29T03:34:03.992Z,"4km SSW of Boonville, CA",earthquake,0.49,0.69,0.092,4,reviewed,nc,nc
2020-04-27T18:43:53.341Z,59.5905,-153.054,90.6,1.4,ml,,,,0.32,ak,ak0205fge32e,2020-04-27T18:48:41.031Z,"71km WSW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-27T18:41:46.130Z,35.7183333,-117.5555,3.67,1,ml,12,107,0.103,0.16,ci,ci39407672,2020-04-27T20:11:32.339Z,"15km WSW of Searles Valley, CA",earthquake,0.32,1.16,0.116,14,reviewed,ci,ci
2020-04-27T18:36:16.527Z,38.0415,-118.7355,8,1,ml,8,96.53,0.278,0.1263,nn,nn00723832,2020-04-28T02:08:51.804Z,"48km NNE of Mammoth Lakes, California",earthquake,,2.4,0.25,3,reviewed,nn,nn
2020-04-27T18:34:08.910Z,38.0608333,-118.7185,2.78,1.68,md,25,115,0.254,0.05,nc,nc73377450,2020-04-29T05:36:02.972Z,"31km ESE of Bodie, CA",earthquake,0.39,6.79,0.241,25,reviewed,nc,nc
2020-04-27T18:31:34.410Z,38.0346667,-118.8096667,5.32,1.29,md,25,99,0.2933,0.13,nc,nc73377445,2020-04-29T02:53:03.442Z,"26km SE of Bodie, CA",earthquake,0.7,31.61,0.127,20,reviewed,nc,nc
2020-04-27T18:25:09.355Z,40.1142,-121.2752,7.2,1.2,ml,6,178.44,0.192,0.1894,nn,nn00723831,2020-04-28T02:08:49.953Z,"21km S of Chester, California",earthquake,,4.1,0.17,3,reviewed,nn,nn
2020-04-27T18:21:40.644Z,53.3186,-166.3382,97.15,3.6,mb,,195,0.536,1.17,us,us60009ddc,2020-04-28T19:37:53.040Z,"63km SSE of Unalaska, Alaska",earthquake,12,12.2,0.223,5,reviewed,us,us
2020-04-27T18:15:22.460Z,35.7118333,-117.5568333,2.51,0.99,ml,16,76,0.1088,0.19,ci,ci39407656,2020-04-27T20:11:49.851Z,"15km NE of Ridgecrest, CA",earthquake,0.35,0.67,0.208,13,reviewed,ci,ci
2020-04-27T18:11:30.810Z,37.6401667,-118.911,2.52,-0.12,md,8,79,0.01201,0.02,nc,nc73377435,2020-04-28T00:55:49.806Z,"6km E of Mammoth Lakes, CA",earthquake,0.77,1.8,0.203,7,reviewed,nc,nc
2020-04-27T18:01:29.620Z,36.046833,-120.6023331,3.21,1.44,md,20,113,0.02249,0.04,nc,nc73377430,2020-04-27T22:31:03.242Z,"23km NW of Parkfield, CA",earthquake,0.38,0.6,0.15,11,automatic,nc,nc
2020-04-27T18:00:36.160Z,36.0453339,-120.6064987,2.83,1.17,md,14,103,0.02487,0.06,nc,nc73377425,2020-04-27T22:04:03.074Z,"23km NW of Parkfield, CA",earthquake,0.4,0.83,0.43,4,automatic,nc,nc
2020-04-27T18:00:10.005Z,61.5095,-149.8931,34.8,1.4,ml,,,,0.62,ak,ak0205fg4rxk,2020-04-27T18:03:12.301Z,"3km ESE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-04-27T17:49:39.810Z,33.4921667,-116.7893333,5.92,1.15,ml,39,31,0.02215,0.16,ci,ci39407624,2020-04-27T20:12:21.392Z,"9km NE of Aguanga, CA",earthquake,0.17,0.53,0.103,27,reviewed,ci,ci
2020-04-27T17:49:11.075Z,37.1504,-116.2449,2.6,0.3,ml,25,172.19,0.044,0.1885,nn,nn00723809,2020-04-28T02:08:25.572Z,"53km ENE of Beatty, Nevada",earthquake,,2.2,0.2,13,reviewed,nn,nn
2020-04-27T17:44:58.190Z,33.4816667,-116.4581667,10,0.63,ml,21,69,0.09707,0.14,ci,ci39407616,2020-04-27T17:48:37.982Z,"22km ESE of Anza, CA",earthquake,0.24,0.65,0.126,14,automatic,ci,ci
2020-04-27T17:24:31.480Z,33.7116667,-116.724,17.99,0.56,ml,17,166,0.008212,0.1,ci,ci39407584,2020-04-28T01:17:06.874Z,"3km S of Idyllwild, CA",earthquake,0.32,0.3,0.1,10,reviewed,ci,ci
2020-04-27T17:23:32.777Z,40.111,-119.7185,17.8,0.9,ml,4,157.34,0.06,0.1534,nn,nn00723829,2020-04-28T02:08:48.105Z,"51km N of Spanish Springs, Nevada",earthquake,,2.6,0.02,2,reviewed,nn,nn
2020-04-27T17:21:15.070Z,17.8876,-66.861,5,3.57,md,21,213,0.0894,0.18,pr,pr2020118016,2020-04-28T19:35:40.357Z,"15km SSE of Guanica, Puerto Rico",earthquake,0.54,0.38,0.09,15,reviewed,pr,pr
2020-04-27T17:11:26.156Z,62.843,-150.911,103.6,1.4,ml,,,,0.44,ak,ak0205fflqga,2020-04-27T17:16:23.638Z,"71km NW of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-04-27T17:09:16.620Z,40.739,-112.0785,8.26,0.61,md,17,69,0.01448,0.12,uu,uu60382167,2020-04-27T17:18:27.360Z,"3km NNE of Magna, Utah",earthquake,0.33,0.7,0.178,8,reviewed,uu,uu
2020-04-27T17:08:49.584Z,64.7676,-148.9889,17.8,1.2,ml,,,,0.59,ak,ak0205ffl534,2020-04-27T17:14:42.490Z,"21km NNE of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-04-27T17:06:25.550Z,45.2018333333333,-122.196333333333,13.3,1.24,ml,11,107,0.1995,0.18,uw,uw61605152,2020-04-27T19:05:31.810Z,"14km SE of Estacada, Oregon",earthquake,0.57,2.77,0.146148532532643,6,reviewed,uw,uw
2020-04-27T17:01:15.080Z,36.1663322,-120.0138321,-0.32,1.79,md,10,209,0.2721,0.04,nc,nc73377415,2020-04-27T19:46:03.092Z,"9km ESE of Huron, CA",earthquake,1.42,6.1,,1,automatic,nc,nc
2020-04-27T16:58:54.063Z,63.3275,-151.1402,10.6,1.9,ml,,,,0.75,ak,ak0205ffafn2,2020-04-27T17:03:38.923Z,"109km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-04-27T16:57:46.030Z,38.8291664,-122.8133316,1.84,0.56,md,7,143,0.0063,0.01,nc,nc73377410,2020-04-27T17:12:02.375Z,"8km NW of The Geysers, CA",earthquake,0.47,1.59,,1,automatic,nc,nc
2020-04-27T16:57:37.688Z,-23.7689,-66.8781,243.14,4.2,mb,,96,1.445,0.5,us,us60009dc2,2020-04-27T17:19:24.040Z,"75km NW of San Antonio de los Cobres, Argentina",earthquake,8.6,15.5,0.373,2,reviewed,us,us
2020-04-27T16:55:54.080Z,19.2113342,-155.3999939,31.44,2,md,47,160,0.02614,0.11,hv,hv71491172,2020-04-27T17:00:43.790Z,"8km E of Pahala, Hawaii",earthquake,0.57,0.91,0.17,25,automatic,hv,hv
2020-04-27T16:55:17.250Z,44.3613333,-115.1911667,8.64,2.32,ml,9,73,0.305,0.22,mb,mb80413479,2020-04-27T22:30:12.770Z,"69km ESE of Cascade, Idaho",earthquake,0.87,2.13,0.204,5,reviewed,mb,mb
2020-04-27T16:49:42.830Z,35.8048333,-117.6068333,11.29,0.3,ml,7,117,0.01326,0.19,ci,ci39407512,2020-04-28T01:17:53.396Z,"19km WNW of Searles Valley, CA",earthquake,0.55,1.06,0.165,6,reviewed,ci,ci
2020-04-27T16:49:14.832Z,63.4678,-151.3957,2.5,1.4,ml,,,,0.41,ak,ak0205ff8f6j,2020-04-27T16:56:04.206Z,"122km W of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-04-27T16:41:45.900Z,17.9523,-67.005,6,1.82,md,9,216,0.0428,0.16,pr,pr2020118015,2020-04-27T17:04:24.915Z,"5km ESE of La Parguera, Puerto Rico",earthquake,0.57,0.32,0.21,5,reviewed,pr,pr
2020-04-27T16:34:56.590Z,40.7516667,-112.0786667,8.95,1.25,ml,26,44,0.001852,0.12,uu,uu60382152,2020-04-27T16:50:01.550Z,"5km NNE of Magna, Utah",earthquake,0.28,0.47,0.072,2,reviewed,uu,uu
2020-04-27T16:32:15.943Z,44.3103,-115.1309,10,2.6,ml,,65,0.295,0.65,us,us60009db4,2020-04-27T21:49:24.650Z,"74km WSW of Challis, Idaho",earthquake,2.5,2,0.055,44,reviewed,us,us
2020-04-27T16:13:47.350Z,32.4891667,-115.207,20.19,1.72,ml,13,203,0.2032,0.22,ci,ci39407464,2020-04-28T02:46:27.143Z,"15km N of Delta, B.C., MX",earthquake,0.82,1.16,0.315,14,reviewed,ci,ci
2020-04-27T16:12:37.400Z,35.5901667,-118.4018333,1.36,1.32,ml,21,95,0.09332,0.19,ci,ci39407456,2020-04-28T02:52:47.440Z,"7km ESE of Lake Isabella, CA",earthquake,0.26,0.43,0.21,16,reviewed,ci,ci
2020-04-27T16:11:30.100Z,59.6423,-152.3066,70.1,1.4,ml,,,,0.1,ak,ak0205ff0b9d,2020-04-27T16:44:11.278Z,"30km WSW of Anchor Point, Alaska",earthquake,,2.1,,,automatic,ak,ak
2020-04-27T16:07:22.910Z,36.4515,-98.771,9.35,1.7,ml,29,114,0.02429523245,0.09,ok,ok2020igzt,2020-04-27T16:20:48.295Z,"33km NW of Fairview, Oklahoma",earthquake,,0.3,0.26,12,reviewed,ok,ok
